date,kse,lreturns,bnk,ins,er,snp,lrkse,lrbnk,lrins,lrsnp,d7,d5,d3,dcity,dpunsindh,d50,casults,date1,provstate,city,nkill,nkillter,nwound,attacktype1,attacktype1_txt
"January 2, 2003",2710.54,0.016369875,0,0,60.718848,909.030029,0.016369875,,,,0,0,0,0,0,0,0,,,,,,,,
"January 3, 2003",2744.82,0.012567622,0,0,60.635253,908.590027,0.012567622,,,-0.000484152,0,0,0,0,0,0,0,,,,,,,,
"January 6, 2003",2765.56,0.007527647,0,0,60.619704,929.01001,0.007527647,,,0.022225537,0,0,0,0,0,0,0,,,,,,,,
"January 7, 2003",2779.97,0.00519699,0,0,60.728285,922.929993,0.00519699,,,-0.006566129,0,0,0,0,0,0,0,,,,,,,,
"January 8, 2003",2778.15,-0.000654898,0,0,60.659593,909.929993,-0.000654898,,,-0.014185719,0,0,0,0,0,0,0,,,,,,,,
"January 9, 2003",2829.84,0.018434934,0,0,60.659593,927.570007,0.018434934,,,0.019200605,0,0,0,0,0,0,0,,,,,,,,
"January 10, 2003",2869.23,0.013823528,0,0,60.659593,927.570007,0.013823528,,,0,0,0,0,0,0,0,0,,,,,,,,
"January 13, 2003",2853.75,-0.005409782,0,0,60.65302,926.26001,-0.005409782,,,-0.001413287,0,0,0,0,0,0,0,,,,,,,,
"January 14, 2003",2850.07,-0.001290363,0,0,60.67838,931.659973,-0.001290363,,,0.005812929,0,0,0,0,0,0,0,,,,,,,,
"January 15, 2003",2950.29,0.034559915,0,0,60.626839,918.219971,0.034559915,,,-0.014530931,0,0,0,0,0,0,0,,,,,,,,
"January 16, 2003",2955.52,0.001771138,0,0,60.649614,914.599976,0.001771138,,,-0.003950197,0,0,0,0,0,0,0,,,,,,,,
"January 17, 2003",2954.62,-0.000304561,0,0,60.720922,901.780029,-0.000304561,,,-0.014116165,0,0,0,0,0,0,0,,,,,,,,
"January 20, 2003",2920.62,-0.011574124,0,0,60.720922,,-0.011574124,,,,0,0,0,0,0,0,0,,,,,,,,
"January 21, 2003",2795.03,-0.043953083,0,0,60.720922,887.619995,-0.043953083,,,,0,0,0,0,0,0,0,,,,,,,,
"January 22, 2003",2739.11,-0.02020979,0,0,60.671185,878.359985,-0.02020979,,,-0.010487203,0,0,0,0,0,0,0,,,,,,,,
"January 23, 2003",2617.48,-0.045421027,0,0,60.695144,887.340027,-0.045421027,,,0.010171739,0,0,0,0,0,0,0,,,,,,,,
"January 24, 2003",2609.44,-0.003076384,0,0,60.64296,861.400024,-0.003076384,,,-0.029669253,0,0,0,0,0,0,0,,,,,,,,
"January 27, 2003",2746.85,0.051319162,0,0,60.718554,847.47998,0.051319162,,,-0.016291784,0,0,0,0,0,0,0,,,,,,,,
"January 28, 2003",2657.25,-0.033163047,0,0,60.718554,858.539978,-0.033163047,,,0.01296603,0,0,0,0,0,0,0,,,,,,,,
"January 29, 2003",2627.05,-0.01143021,0,0,60.718554,864.359985,-0.01143021,,,0.006756085,0,0,0,0,0,0,0,,,,,,,,
"January 30, 2003",2649.06,0.008343316,0,0,60.718554,844.609985,0.008343316,,,-0.023114367,0,0,0,0,0,0,0,,,,,,,,
"January 31, 2003",2545.07,-0.040046706,0,0,60.709329,855.700012,-0.040046706,,,0.013044897,0,0,0,0,0,0,0,,,,,,,,
"February 3, 2003",2471.48,-0.029340993,0,0,60.848428,860.320007,-0.029340993,,,0.00538456,0,0,0,0,0,0,0,,,,,,,,
"February 4, 2003",2476.95,0.002210803,0,0,60.83819,848.200012,0.002210803,,,-0.01418795,0,0,0,0,0,0,0,,,,,,,,
"February 6, 2003",2483.12,0.002487869,0,0,60.751755,838.150024,0.002487869,,,-0.01191936,0,0,0,0,0,0,0,,,,,,,,
"February 7, 2003",2481.43,-0.000680827,0,0,60.668747,829.690002,-0.000680827,,,-0.010144971,0,0,0,0,0,0,0,,,,,,,,
"February 10, 2003",2418.05,-0.025873577,0,0,60.668747,835.969971,-0.025873577,,,0.007540553,0,0,0,0,0,0,0,,,,,,,,
"February 17, 2003",2509.37,0.037070295,0,0,60.668747,,0.037070295,,,,0,0,0,0,0,0,0,,,,,,,,
"February 18, 2003",2547.13,0.01493551,0,0,60.693613,851.169983,0.01493551,,,,0,0,0,0,0,0,0,,,,,,,,
"February 19, 2003",2500.48,-0.018484522,0,0,60.711479,845.130005,-0.018484522,,,-0.007121386,0,0,0,0,0,0,0,,,,,,,,
"February 20, 2003",2509.08,0.003433439,0,0,60.703857,837.099976,0.003433439,,,-0.009546959,0,0,0,0,0,0,0,,,,,,,,
"February 21, 2003",2528.31,0.007634943,0,0,60.739797,848.169983,0.007634943,,,0.013137558,0,0,0,0,0,0,0,,,,,,,,
"February 24, 2003",2489.02,-0.015662037,0,0,60.699512,832.580017,-0.015662037,,,-0.018551734,0,0,0,0,0,0,0,,,,,,,,
"February 25, 2003",2428.37,-0.024668808,0,0,60.699512,838.570007,-0.024668808,,,0.007168735,0,0,0,0,0,0,0,,,,,,,,
"February 26, 2003",2397.15,-0.012939719,0,0,60.699512,827.549988,-0.012939719,,,-0.013228555,0,0,0,0,0,0,0,,,,,,,,
"February 27, 2003",2356.47,-0.017115795,0,0,60.657033,837.280029,-0.017115795,,,0.011689063,0,0,0,0,0,0,0,,,,,,,,
"February 28, 2003",2399.14,0.017945603,0,0,60.662832,841.150024,0.017945603,,,0.004611454,0,0,0,0,0,0,0,,,,,,,,
"March 3, 2003",2520.57,0.049374727,0,0,60.667053,834.809998,0.049374727,,,-0.00756588,0,0,0,0,0,0,0,,,,,,,,
"March 4, 2003",2447.02,-0.029614109,0,0,60.684678,821.98999,-0.029614109,,,-0.015475934,0,0,0,0,0,0,0,,,,,,,,
"March 5, 2003",2469.98,0.009339096,0,0,60.695703,829.849976,0.009339096,,,0.009516715,0,0,0,0,0,0,0,,,,,,,,
"March 6, 2003",2479.94,0.004024313,0,0,60.695703,822.099976,0.004024313,,,-0.00938292,0,0,0,0,0,0,0,,,,,,,,
"March 7, 2003",2448.65,-0.012697514,0,0,60.695703,828.890015,-0.012697514,,,0.008225461,0,0,0,0,0,0,0,,,,,,,,
"March 10, 2003",2451.91,0.00133046,0,0,60.729801,807.47998,0.00133046,,,-0.026169212,0,0,0,0,0,0,0,,,,,,,,
"March 11, 2003",2482.01,0.012201403,0,0,60.729801,800.72998,0.012201403,,,-0.008394476,0,0,0,0,0,0,0,,,,,,,,
"March 12, 2003",2540.25,0.023193786,0,0,60.636617,804.190002,0.023193786,,,0.004311776,0,0,0,0,0,0,0,,,,,,,,
"March 17, 2003",2485.88,-0.02163578,0,0,60.624585,862.789978,-0.02163578,,,0.070335737,0,0,0,0,0,0,0,,,,,,,,
"March 18, 2003",2525.78,0.015923204,0,0,60.585396,866.450012,0.015923204,,,0.004233119,0,0,0,0,0,0,0,,,,,,,,
"March 19, 2003",2506.21,-0.007778274,0,0,60.585396,874.02002,-0.007778274,,,0.008698864,0,0,0,0,0,0,0,,,,,,,,
"March 20, 2003",2590.38,0.033032931,0,0,60.585396,875.669983,0.033032931,,,0.001886007,0,0,0,0,0,0,0,,,,,,,,
"March 21, 2003",2651.7,0.023396361,0,0,60.607252,895.789978,0.023396361,,,0.022716698,0,0,0,0,0,0,0,,,,,,,,
"March 24, 2003",2634.26,-0.006598636,0,0,60.596976,864.22998,-0.006598636,,,-0.035867072,0,0,0,0,0,0,0,,,,,,,,
"March 25, 2003",2633.43,-0.000315129,0,0,60.609913,874.73999,-0.000315129,,,0.012087774,0,0,0,0,0,0,0,,,,,,,,
"March 26, 2003",2695.12,0.023155551,0,0,60.57519,869.950012,0.023155551,,,-0.005490935,0,0,0,0,0,0,0,,,,,,,,
"March 27, 2003",2719.18,0.008887634,0,0,60.5208,868.52002,0.008887634,,,-0.001645116,0,0,0,0,0,0,0,,,,,,,,
"March 28, 2003",2744.17,0.009148297,0,0,60.5208,863.5,0.009148297,,,-0.005796739,0,0,0,0,0,0,0,,,,,,,,
"March 31, 2003",2715.71,-0.010425232,0,0,60.5208,848.179993,-0.010425232,,,-0.017901028,0,0,0,0,0,0,0,,,,,,,,
"April 1, 2003",2706.15,-0.003526469,0,0,60.584081,858.47998,-0.003526469,,,0.012070491,0,0,0,0,0,0,0,,,,,,,,
"April 2, 2003",2754.01,0.017531071,0,0,60.757147,880.900024,0.017531071,,,0.025780779,0,0,0,0,0,0,0,,,,,,,,
"April 3, 2003",2753.46,-0.000199729,0,0,60.689823,876.450012,-0.000199729,,,-0.005064468,0,0,0,0,0,0,0,,,,,,,,
"April 4, 2003",2778.62,0.009096099,0,0,60.812191,878.849976,0.009096099,,,0.002734536,0,0,0,0,0,0,0,,,,,,,,
"April 7, 2003",2823.12,0.015888255,0,0,60.815007,879.929993,0.015888255,,,0.001228144,0,0,0,0,0,0,0,,,,,,,,
"April 8, 2003",2852.85,0.010475838,0,0,60.815007,878.289978,0.010475838,,,-0.001865541,0,0,0,0,0,0,0,,,,,,,,
"April 9, 2003",2846.09,-0.002372372,0,0,60.815007,865.98999,-0.002372372,,,-0.014103461,0,0,0,0,0,0,0,,,,,,,,
"April 10, 2003",2844.92,-0.000411175,0,0,60.797851,871.580017,-0.000411175,,,0.006434326,0,0,0,0,0,0,0,,,,,,,,
"April 11, 2003",2870.7,0.009020955,0,0,60.709467,868.299988,0.009020955,,,-0.003770413,0,0,0,0,0,0,0,,,,,,,,
"April 14, 2003",2905.36,0.012001404,0,0,60.722074,885.22998,0.012001404,,,0.019310212,0,0,0,0,0,0,0,,,,,,,,
"April 15, 2003",2900.59,-0.001643142,0,0,60.70794,890.809998,-0.001643142,,,0.006283683,0,0,0,0,0,0,0,,,,,,,,
"April 16, 2003",2944.13,0.014899193,0,0,60.764595,879.909973,0.014899193,,,-0.01231156,0,0,0,0,0,0,0,,,,,,,,
"April 17, 2003",2921.17,-0.007829137,0,0,60.764595,893.580017,-0.007829137,,,0.015416286,0,0,0,0,0,0,0,,,,,,,,
"April 18, 2003",2935.38,0.004852696,0,0,60.764595,,0.004852696,,,,0,0,0,0,0,0,0,,,,,,,,
"April 21, 2003",2967.48,0.010876191,0,0,60.757075,892.01001,0.010876191,,,,0,0,0,0,0,0,0,,,,,,,,
"April 22, 2003",2862.32,-0.036080623,0,0,60.705658,911.369995,-0.036080623,,,0.021471602,0,0,0,0,0,0,0,,,,,,,,
"April 23, 2003",2892.42,0.010461037,0,0,60.745406,919.02002,0.010461037,,,0.00835895,0,0,0,0,0,0,0,,,,,,,,
"April 24, 2003",2834.12,-0.020362039,0,0,60.704599,911.429993,-0.020362039,,,-0.00829312,0,0,0,0,0,0,0,,,,,,,,
"April 25, 2003",2859.31,0.008848854,0,0,60.69715,898.809998,0.008848854,,,-0.013943123,0,0,0,0,0,0,0,,,,,,,,
"April 28, 2003",2872.69,0.004668536,0,0,60.69715,914.840027,0.004668536,,,0.017677552,0,0,0,0,0,0,0,,,,,,,,
"April 29, 2003",2914.62,0.014490578,0,0,60.69715,917.840027,0.014490578,,,0.003273897,0,0,0,0,0,0,0,,,,,,,,
"April 30, 2003",2902.41,-0.004198025,0,0,60.660319,916.919983,-0.004198025,,,-0.001002904,0,0,0,0,0,0,0,,,,,,,,
"May 2, 2003",2924.57,0.007606035,0,0,60.610781,930.080017,0.007606035,,,0.014250413,0,0,0,0,0,0,0,,,,,,,,
"May 5, 2003",2975.71,0.017335205,0,0,60.625849,926.549988,0.017335205,,,-0.003802624,0,0,0,0,0,0,0,,,,,,,,
"May 6, 2003",2972.8,-0.000978396,0,0,60.659525,934.390015,-0.000978396,,,0.008425928,0,0,0,0,0,0,0,,,,,,,,
"May 7, 2003",2952.59,-0.006821518,0,0,60.681402,929.619995,-0.006821518,,,-0.005118031,0,0,0,0,0,0,0,,,,,,,,
"May 8, 2003",2962.87,0.003475642,0,0,60.681402,920.27002,0.003475642,,,-0.010108768,0,0,0,0,0,0,0,,,,,,,,
"May 9, 2003",2972.41,0.003214678,0,0,60.681402,933.409973,0.003214678,,,0.014177391,0,0,0,0,0,0,0,,,,,,,,
"May 12, 2003",2973.31,0.000302739,0,0,60.721265,945.109985,0.000302739,,,0.012456789,0,0,0,0,0,0,0,,,,,,,,
"May 13, 2003",2956.13,-0.00579483,0,0,60.652655,942.299988,-0.00579483,,,-0.002977624,0,0,0,0,0,0,0,,,,,,,,
"May 14, 2003",2978.66,0.007592554,0,0,60.626227,939.280029,0.007592554,,,-0.003210027,0,0,0,0,0,0,0,,,,,,,,
"May 16, 2003",3003.35,0.008254797,0,0,60.693917,944.299988,0.008254797,,,0.005330244,0,0,0,0,0,0,0,,,,,,,,
"May 19, 2003",3005.27,0.000639082,0,0,60.66588,920.77002,0.000639082,,,-0.025233601,0,0,0,0,0,0,0,,,,,,,,
"May 20, 2003",2979.76,-0.008524654,0,0,60.66588,919.72998,-0.008524654,,,-0.001130171,0,0,0,0,0,0,0,,,,,,,,
"May 21, 2003",3041.22,0.02041599,0,0,60.66588,923.419983,0.02041599,,,0.004004024,0,0,0,0,0,0,0,,,,,,,,
"May 22, 2003",3059.5,0.005992753,0,0,60.612306,931.869995,0.005992753,,,0.009109164,0,0,0,0,0,0,0,,,,,,,,
"May 23, 2003",3079.94,0.006658612,0,0,60.638595,933.219971,0.006658612,,,0.001447626,0,0,0,0,0,0,0,,,,,,,,
"May 26, 2003",3106.4,0.008554383,0,0,60.584896,,0.008554383,,,,0,0,0,0,0,0,0,,,,,,,,
"May 27, 2003",3126.63,0.006491248,0,0,60.718266,951.47998,0.006491248,,,,0,0,0,0,0,0,0,,,,,,,,
"May 28, 2003",3092.59,-0.01094682,0,0,60.728988,953.219971,-0.01094682,,,0.00182705,0,0,0,0,0,0,0,,,,,,,,
"May 29, 2003",3116.82,0.007804324,0,0,60.728988,949.640015,0.007804324,,,-0.003762715,0,0,0,0,0,0,0,,,,,,,,
"May 30, 2003",3099.04,-0.005720865,0,0,60.728988,963.590027,-0.005720865,,,0.01458294,0,0,0,0,0,0,0,,,,,,,,
"June 2, 2003",3103.9,0.001566999,0,0,60.622365,967,0.001566999,,,0.003532574,0,0,0,0,0,0,0,,,,,,,,
"June 3, 2003",3108.53,0.00149056,0,0,60.599072,971.559998,0.00149056,,,0.00470453,0,0,0,0,0,0,0,,,,,,,,
"June 4, 2003",3127.62,0.006122386,0,0,60.536627,986.23999,0.006122386,,,0.014996698,0,0,0,0,0,0,0,,,,,,,,
"June 5, 2003",3132.45,0.001543114,0,0,60.535972,990.140015,0.001543114,,,0.00394664,0,0,0,0,0,0,0,,,,,,,,
"June 6, 2003",3141.82,0.002986804,0,0,60.487958,987.76001,0.002986804,,,-0.002406599,0,0,0,0,0,0,0,,,,,,,,
"June 9, 2003",3197.17,0.017463794,0,0,60.487958,975.929993,0.017463794,,,-0.012048908,0,0,0,0,0,0,0,,,,,,,,
"June 10, 2003",3212.25,0.004705583,0,0,60.487958,984.840027,0.004705583,,,0.009088363,0,0,0,0,0,0,0,,,,,,,,
"June 11, 2003",3210.71,-0.00047953,0,0,60.454467,997.47998,-0.00047953,,,0.01275286,0,0,0,0,0,0,0,,,,,,,,
"June 12, 2003",3248.46,0.011688941,0,0,60.3618,998.51001,0.011688941,,,0.001032099,0,0,0,0,0,0,0,,,,,,,,
"June 13, 2003",3264.62,0.004962332,0,0,60.383615,988.609985,0.004962332,,,-0.009964277,0,0,0,0,0,0,0,,,,,,,,
"June 16, 2003",3260.09,-0.001388568,0,0,60.382525,1010.73999,-0.001388568,,,0.022138104,0,0,0,0,0,0,0,,,,,,,,
"June 17, 2003",3271.78,0.003579377,0,0,60.373453,1011.659973,0.003579377,,,0.000909793,0,0,0,0,0,0,0,,,,,,,,
"June 18, 2003",3306.53,0.010565122,0,0,60.373453,1010.090027,0.010565122,,,-0.001553057,0,0,0,0,0,0,0,,,,,,,,
"June 19, 2003",3288.79,-0.005379585,0,0,60.373453,994.700012,-0.005379585,,,-0.015353545,0,0,0,0,0,0,0,,,,,,,,
"June 20, 2003",3307.09,0.005548933,0,0,60.460628,995.690002,0.005548933,,,0.00099477,0,0,0,0,0,0,0,,,,,,,,
"June 23, 2003",3344.86,0.011356191,0,0,60.438696,981.640015,0.011356191,,,-0.014211309,0,0,0,0,0,0,0,,,,,,,,
"June 24, 2003",3345.52,0.000197298,0,0,60.376806,983.450012,0.000197298,,,0.001842152,0,0,0,0,0,0,0,,,,,,,,
"June 25, 2003",3386.47,0.012165944,0,0,60.42975,975.320007,0.012165944,,,-0.00830118,0,0,0,0,0,0,0,,,,,,,,
"June 26, 2003",3396.61,0.002989794,0,0,60.427373,985.820007,0.002989794,,,0.01070816,0,0,0,0,0,0,0,,,,,,,,
"June 27, 2003",3400.08,0.001021085,0,0,60.427373,976.219971,0.001021085,,,-0.009785848,0,0,0,0,0,0,0,,,,,,,,
"June 30, 2003",3402.47,0.000702678,0,0,60.427373,974.5,0.000702678,,,-0.001763422,0,0,0,0,0,0,0,,,,,,,,
"July 1, 2003",3432.55,0.008801787,0,0,60.454038,982.320007,0.008801787,,,0.007992609,0,0,0,0,0,0,0,,,,,,,,
"July 2, 2003",3459.89,0.007933371,0,0,60.350844,993.75,0.007933371,,,0.011568538,0,0,0,0,0,0,0,,,,,,,,
"July 3, 2003",3481.42,0.00620346,0,0,60.451426,985.700012,0.00620346,,,-0.008133605,0,0,0,0,0,0,0,,,,,,,,
"July 4, 2003",3477.86,-0.001023094,0,0,60.449898,,-0.001023094,,,,0,0,0,1,0,1,53,4-Jul-03,Balochistan,Quetta,53,3,53,3,Bombing/Explosion
"July 7, 2003",3469.58,-0.002383613,0,0,60.42404,1004.419983,-0.002383613,,,,1,1,1,1,0,1,0,,,,,,,,
"July 8, 2003",3506.67,0.01063332,0,0,60.42404,1007.840027,0.01063332,,,0.00339921,1,1,1,1,0,1,0,,,,,,,,
"July 9, 2003",3552.33,0.012936857,0,0,60.42404,1002.210022,0.012936857,,,-0.00560187,1,1,1,1,0,1,0,,,,,,,,
"July 10, 2003",3596.87,0.012460297,0,0,60.421182,988.700012,0.012460297,,,-0.013571901,1,1,0,0,0,0,0,,,,,,,,
"July 11, 2003",3645.88,0.01353374,0,0,60.455579,998.140015,0.01353374,,,0.009502601,1,1,0,0,0,0,0,,,,,,,,
"July 14, 2003",3685.16,0.010716181,0,0,60.45999,1003.859985,0.010716181,,,0.005714271,1,0,0,0,0,0,0,,,,,,,,
"July 15, 2003",3556.15,-0.035635445,0,0,60.207319,1000.419983,-0.035635445,,,-0.00343266,1,0,0,0,0,0,0,,,,,,,,
"July 16, 2003",3636.93,0.02246142,0,0,60.44713,994.090027,0.02246142,,,-0.006347401,0,0,0,0,0,0,0,,,,,,,,
"July 17, 2003",3710.92,0.020139905,0,0,60.44713,981.72998,0.020139905,,,-0.012511472,0,0,0,0,0,0,0,,,,,,,,
"July 18, 2003",3751.7,0.010929246,0,0,60.44713,993.320007,0.010929246,,,0.011736574,0,0,0,0,0,0,0,,,,,,,,
"July 21, 2003",3766.69,0.003987561,0,0,60.436097,978.799988,0.003987561,,,-0.014725556,0,0,0,0,0,0,0,,,,,,,,
"July 22, 2003",3739.01,-0.007375761,0,0,60.426292,988.109985,-0.007375761,,,0.009466693,0,0,0,0,0,0,0,,,,,,,,
"July 23, 2003",3787.81,0.012967145,0,0,60.386522,988.609985,0.012967145,,,0.000505889,0,0,0,0,0,0,0,,,,,,,,
"July 24, 2003",3815.13,0.007186725,0,0,60.432298,981.599976,0.007186725,,,-0.007116032,0,0,0,0,0,0,0,,,,,,,,
"July 25, 2003",3807.66,-0.001959913,0,0,60.439123,998.679993,-0.001959913,,,0.017250531,0,0,0,0,0,0,0,,,,,,,,
"July 28, 2003",3848.58,0.010689422,0,0,60.439123,996.52002,0.010689422,,,-0.00216517,0,0,0,0,0,0,0,,,,,,,,
"July 29, 2003",3834.55,-0.003652161,0,0,60.439123,989.280029,-0.003652161,,,-0.007291795,0,0,0,0,0,0,0,,,,,,,,
"July 30, 2003",3869.94,0.009186915,0,0,60.437558,987.48999,0.009186915,,,-0.001811075,0,0,0,0,0,0,0,,,,,,,,
"July 31, 2003",3933.37,0.016257562,0,0,60.448684,990.309998,0.016257562,,,0.002851663,0,0,0,0,0,0,0,,,,,,,,
"August 1, 2003",4019.52,0.021665928,0,0,60.431704,980.150024,0.021665928,,,-0.010312378,0,0,0,0,0,0,0,,,,,,,,
"August 4, 2003",4045.38,0.006412997,0,0,60.560565,982.820007,0.006412997,,,0.002720352,0,0,0,0,0,0,0,,,,,,,,
"August 5, 2003",4010.34,-0.008699463,0,0,60.447573,965.460022,-0.008699463,,,-0.017821303,0,0,0,0,0,0,0,,,,,,,,
"August 6, 2003",4092.2,0.020206697,0,0,60.447573,967.080017,0.020206697,,,0.001676545,0,0,0,0,0,0,0,,,,,,,,
"August 7, 2003",4204.43,0.027056009,0,0,60.447573,974.119995,0.027056009,,,0.007253255,0,0,0,0,0,0,0,,,,,,,,
"August 8, 2003",4323.08,0.02782938,0,0,60.376222,977.590027,0.02782938,,,0.003555893,0,0,0,0,0,0,0,,,,,,,,
"August 11, 2003",4306.29,-0.003891367,0,0,60.426223,980.590027,-0.003891367,,,0.003064072,0,0,0,0,0,0,0,,,,,,,,
"August 12, 2003",4346.87,0.009379301,0,0,60.40557,990.349976,0.009379301,,,0.009903933,0,0,0,0,0,0,0,,,,,,,,
"August 13, 2003",4244.66,-0.023794324,0,0,60.453951,984.030029,-0.023794324,,,-0.006401978,0,0,0,0,0,0,0,,,,,,,,
"August 15, 2003",4142.45,-0.024374322,0,0,60.549815,990.669983,-0.024374322,,,0.006725051,0,0,0,0,0,0,0,,,,,,,,
"August 18, 2003",4267.52,0.029745462,0,0,60.549815,999.73999,0.029745462,,,0.00911377,0,0,0,0,0,0,0,,,,,,,,
"August 19, 2003",4305.04,0.008753567,0,0,60.549815,1002.349976,0.008753567,,,0.002607263,0,0,0,0,0,0,0,,,,,,,,
"August 20, 2003",4388.56,0.019214726,0,0,60.477727,1000.299988,0.019214726,,,-0.002047276,0,0,0,0,0,0,0,,,,,,,,
"August 21, 2003",4391.89,0.000758503,0,0,60.573156,1003.27002,0.000758503,,,0.002964742,0,0,0,0,0,0,0,,,,,,,,
"August 22, 2003",4418.2,0.005972715,0,0,60.63591,993.059998,0.005972715,,,-0.010228881,0,0,0,0,0,0,0,,,,,,,,
"August 25, 2003",4381.99,-0.008229414,0,0,60.629174,993.710022,-0.008229414,,,0.000654353,0,0,0,0,0,0,0,,,,,,,,
"August 26, 2003",4342.2,-0.009121827,0,0,60.649045,996.72998,-0.009121827,,,0.003034465,0,0,0,0,0,0,0,,,,,,,,
"August 27, 2003",4376.6,0.007891035,0,0,60.649045,996.789978,0.007891035,,,6.02E-05,0,0,0,0,0,0,0,,,,,,,,
"August 28, 2003",4484.83,0.024428423,0,0,60.649045,1002.840027,0.024428423,,,0.006051187,0,0,0,0,0,0,0,,,,,,,,
"August 29, 2003",4461.47,-0.005222283,0,0,60.742379,1008.01001,-0.005222283,,,0.005142098,0,0,0,0,0,0,0,,,,,,,,
"September 1, 2003",4523.52,0.013812144,0,0,60.864506,,0.013812144,,,,0,0,0,0,0,0,0,,,,,,,,
"September 2, 2003",4563.79,0.008862967,0,0,60.774299,1021.98999,0.008862967,,,,0,0,0,0,0,0,0,,,,,,,,
"September 3, 2003",4528.08,-0.00785541,0,0,60.624376,1026.27002,-0.00785541,,,0.004179192,0,0,0,0,0,0,0,,,,,,,,
"September 4, 2003",4464.75,-0.014084787,0,0,60.667754,1027.969971,-0.014084787,,,0.001655066,0,0,0,0,0,0,0,,,,,,,,
"September 5, 2003",4463.04,-0.000383074,0,0,60.667754,1021.390015,-0.000383074,,,-0.006421496,0,0,0,0,0,0,0,,,,,,,,
"September 8, 2003",4506.04,0.009588571,0,0,60.667754,1031.640015,0.009588571,,,0.009985324,0,0,0,0,0,0,0,,,,,,,,
"September 9, 2003",4546.97,0.009042358,0,0,60.755529,1023.169983,0.009042358,,,-0.008244149,0,0,0,0,0,0,0,,,,,,,,
"September 10, 2003",4580.81,0.007414761,0,0,60.816949,1010.919983,0.007414761,,,-0.012044844,0,0,0,0,0,0,0,,,,,,,,
"September 11, 2003",4591.79,0.002394088,0,0,60.618056,1016.419983,0.002394088,,,0.005425842,0,0,0,0,0,0,0,,,,,,,,
"September 12, 2003",4604.27,0.002714208,0,0,60.625042,1018.630005,0.002714208,,,0.002171959,0,0,0,0,0,0,0,,,,,,,,
"September 15, 2003",4593.04,-0.00244202,0,0,60.535619,1014.809998,-0.00244202,,,-0.003757191,0,0,0,0,0,0,0,,,,,,,,
"September 16, 2003",4386.54,-0.046001353,0,0,60.535619,1029.319946,-0.046001353,,,0.014196937,0,0,0,0,0,0,0,,,,,,,,
"September 17, 2003",4292.58,-0.021652811,0,0,60.535619,1025.969971,-0.021652811,,,-0.003259859,0,0,0,0,0,0,0,,,,,,,,
"September 18, 2003",4475.06,0.041631809,0,0,60.329648,1039.579956,0.041631809,,,0.013178265,0,0,0,0,0,0,0,,,,,,,,
"September 19, 2003",4389.31,-0.01934772,0,0,60.656033,1036.300049,-0.01934772,,,-0.003160019,0,0,0,0,0,0,0,,,,,,,,
"September 22, 2003",4211.93,-0.041251064,0,0,60.69361,1022.820007,-0.041251064,,,-0.013093199,0,0,0,0,0,0,0,,,,,,,,
"September 23, 2003",4138.18,-0.017664897,0,0,60.647582,1029.030029,-0.017664897,,,0.006053114,0,0,0,0,0,0,0,,,,,,,,
"September 24, 2003",4120.12,-0.004373789,0,0,60.615962,1009.380005,-0.004373789,,,-0.019280353,0,0,0,0,0,0,0,,,,,,,,
"September 25, 2003",4271.2,0.036012529,0,0,60.615962,1003.27002,0.036012529,,,-0.006071601,0,0,0,0,0,0,0,,,,,,,,
"September 26, 2003",4163.22,-0.025606005,0,0,60.615962,996.849976,-0.025606005,,,-0.006419681,0,0,0,0,0,0,0,,,,,,,,
"September 29, 2003",3987.6,-0.043099267,0,0,60.593957,1006.580017,-0.043099267,,,0.009713459,0,0,0,0,0,0,0,,,,,,,,
"September 30, 2003",4027.34,0.009916562,0,0,60.574316,995.969971,0.009916562,,,-0.010596635,0,0,0,0,0,0,0,,,,,,,,
"October 1, 2003",4067.82,0.010001121,0,0,60.612002,1018.219971,0.010001121,,,0.022094148,0,0,0,0,0,0,0,,,,,,,,
"October 2, 2003",4178.93,0.026948003,0,0,60.637564,1020.23999,0.026948003,,,0.001981908,0,0,0,0,0,0,0,,,,,,,,
"October 3, 2003",4192.39,0.003215744,0,0,60.650919,1029.849976,0.003215744,,,0.009375253,0,0,0,0,0,0,0,,,,,,,,
"October 6, 2003",4214.2,0.005188798,0,0,60.650919,1034.349976,0.005188798,,,0.00436005,0,0,0,0,0,0,0,,,,,,,,
"October 7, 2003",4197.99,-0.003853936,0,0,60.650919,1039.25,-0.003853936,,,0.004726112,0,0,0,0,0,0,0,,,,,,,,
"October 8, 2003",4186.83,-0.002661955,0,0,60.640034,1033.780029,-0.002661955,,,-0.005277284,0,0,0,0,0,0,0,,,,,,,,
"October 9, 2003",4130.64,-0.013511526,0,0,60.640542,1038.72998,-0.013511526,,,0.004776778,0,0,0,0,0,0,0,,,,,,,,
"October 10, 2003",4143.33,0.003067454,0,0,60.690401,1038.060059,0.003067454,,,-0.00064515,0,0,0,0,0,0,0,,,,,,,,
"October 13, 2003",4086.53,-0.013803613,0,0,60.755077,1045.349976,-0.013803613,,,0.006998091,0,0,0,0,0,0,0,,,,,,,,
"October 14, 2003",3947.42,-0.034633998,0,0,60.658977,1049.47998,-0.034633998,,,0.00394305,0,0,0,0,0,0,0,,,,,,,,
"October 15, 2003",4015.15,0.017012506,0,0,60.658977,1046.76001,0.017012506,,,-0.002595096,0,0,0,0,0,0,0,,,,,,,,
